,domains,counts
345,"['Cupin_3', 'NTPase_P4', 'HTH_30', 'GGDEF_2', 'HTH_8', 'PEP_resp_reg', 'ntrC', 'HTH_23', 'FCD', 'Kinocilin', 'short_TIGR02808', 'Aldedh', 'Rxyl_3153', 'mycofactocin', 'Mycofactocin_RRE', 'AMP-binding', 'AMP-binding_C', 'ribP_PPkin', 'Indigoidine_A', 'Aldedh', 'Cupin_3', 'Rv1155_F420', 'ccpA']",1
346,"['CutC', 'UTRA', 'FtsX', 'lolCE', 'CDC48_2', 'heterocyst_DevA', 'mycofact_glyco', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol']",1
347,"['Cutinase', 'SHOCT', 'cytochro_ccmI', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'CYP450_TxtE']",1
348,"['Cutinase', 'formate_TAT', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'sigma70-ECF', 'Malic_M', 'malic', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_20', 'P450_cycloAA_1']",1
349,"['CxxC_CxxC_SSSS', 'Zn-ribbon_8', 'UPF0547', 'zf-C2H2', 'zf-ribbon_3', 'zinc_ribbon_2', 'DUF302', 'Rhodanese', 'GSH_gloB', 'tRNA_sel_U_synt', 'Rhodanese', 'Pyr_redox_2', 'Reductase_C', 'zf-CDGSH', 'Rieske', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rxyl_3153', 'zf_UBZ', 'actino_HemFlav', 'Rxyl_3153', 'cyt_deam_tetra', 'DUF6228', 'Amidase']",1
350,"['Cyclase', 'AMP-binding', 'AMP-binding_C', 'adh_short', 'SDR_subfam_2', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Acyl-CoA_dh_N', 'MM_CoA_mutase', 'lao', 'mmCoA_mut_beta', 'KfrA_N', 'Glyco_hydro_6', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'XylB', 'gntK_FGGY', 'glcD', 'kduD', 'DUF3040']",1
351,"['DUF952', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SCM_rSAM_ScmE', 'mycofact_OYE_1']",1
352,"['CydD', 'nickel_nikC', 'nickel_nikB', 'SBP_bac_5', 'SBP_bac_5', 'TAT_signal', 'DUF952', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'DUF6059', 'mycofact_OYE_2', 'efflux_EmrB', '2_A_01_02', 'mycofact_creat', 'Phosphodiest', 'mycofact_glyco', '4hydroxCoAred', 'CO_dehy_Mo_lg']",1
353,"['CyoC', 'Peptidase_U4', 'NTP_transf_9', '4HBT_3', 'Amidohydro_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'Guanylate_cyc', 'Ad_Cy_reg', 'Bac_luciferase', 'LLM_DMSO2_sfnG', 'Amidohydro_3']",1
354,"['Cyt_bd_oxida_II', 'CydD', 'Usp', 'Usp', 'adk', 'Gpr1_Fun34_YaaH', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'chaperone_ClpB', 'AAA_18', 'CbbQ_C', 'SelP_N', 'VWA_CoxE', 'Methyltransf_11', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1
355,"['D-hydantoinase', 'prpB', 'phnR_burk', 'betA', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'rSAM_for_selen', 'Mycofactocin_RRE', 'mycofactocin', 'Hva1_TUDOR', 'DUF3293', 'Chorismate_bind', 'GATase', 'DUF6290', 'HicB', 'DOC_P1', 'DapE-ArgE']",1
356,"['DAO', 'Amidohydro_2', 'acolac_lg', 'Ldh_2', 'Abhydrolase_3', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'TetR_C_14', 'Sulf_transp', 'Sulf_transp']",1
357,"['DDAH_eukar', 'AsnC_trans_reg', 'HTH_AsnC-type', 'Pyr_redox_2', 'DUF222', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'CYP450_TxtE', 'CYP450_TxtE', 'COesterase']",1
358,"['DDAH_eukar', 'HTH_24', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_11', 'Pyr_redox_2', 'DUF222', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1
359,"['DDAH_eukar', 'HTH_AsnC-type', 'AsnC_trans_reg', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'Malic_M', 'malic', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1
360,"['CobN-Mg_chel', 'greA', 'Abhydrolase_6', 'NPCBM', 'Metallophos', 'NPCBM_assoc', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_2', 'mycofact_glyco', 'Methyltransf_19', 'FAD_binding_4']",1
361,"['CobN-Mg_chel', 'adh_short', 'PHB_DH', 'GSHPx', 'gpx7', 'ilvD', 'Tex_N', 'Tex_YqgF', 'HHH_3', 'HHH_9', 'S1', 'HHH_6', 'greA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1
362,"['CobN-Mg_chel', 'Putative_PNPOx', 'adh_short_C2', 'ilvD', 'Tex_N', 'Tex_YqgF', 'HHH_3', 'HHH_9', 'S1', 'HHH_6', 'TOBE_2', 'greA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'ANTAR', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1
363,"['CobG', 'CobN-Mg_chel', 'Putative_PNPOx', 'ilvD', 'Tex_N', 'Tex_YqgF', 'HHH_3', 'HHH_9', 'S1', 'TOBE_2', 'greA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'PaaX_trns_reg', 'Amidohydro_2']",1
364,"['CYP450_TxtE', 'TetR_N', 'RutR', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR_2', 'HTH_20', 'DDAH_eukar', 'Orn_aminotrans']",1
365,"['CYP450_TxtE', 'TetR_N', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_23', 'PhyH', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'DDAH_eukar']",1
366,"['CYP450_TxtE', 'TetR_N', 'TetR_C_11', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'DUF222', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4']",1
367,"['CYP450_TxtE', 'TetR_N', 'TetR_C_11', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MTES_1575', 'AbiEi_1', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'TrmB', 'HTH_Tnp_ISL3', 'Fe_dep_repress', 'DDAH_eukar']",1
368,"['CYP450_TxtE', 'TetR_N', 'TetR_C_11', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'DUF222', 'Tcp10_C', 'Pyr_redox_2', 'SDR_subfam_1', 'SHOCT']",1
369,"['CYP450_TxtE', 'TetR_N', 'TetR_C_11', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR', 'DDAH_eukar', 'Orn_aminotrans']",1
370,"['CYP450_TxtE', 'TetR_N', 'betaine_BetI', 'RelB', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G', 'rpsG_bact']",1
371,"['CYP450_TxtE', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_29', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4', 'DDAH_eukar', 'Orn_aminotrans']",1
372,"['CYP450_TxtE', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF222', 'Pyr_redox_2', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR', 'Sigma70_r4', 'HTH_11', 'DDAH_eukar', 'Orn_aminotrans', 'SDR_subfam_1']",1
373,"['CYP450_TxtE', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PhyH', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'DDAH_eukar']",1
374,"['CYP450_TxtE', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4']",1
375,"['CYP450_TxtE', 'TetR_N', 'mycofact_TetR', 'RelB', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Pyr_redox_2', 'Reductase_C', 'AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_Tnp_ISL3', 'ADI', 'arcA', 'NS1_C', 'SDR_subfam_1']",1
376,"['Carbam_trans_C', 'Carbam_trans_N', 'Methyltransf_12', 'Peptidase_S66', 'Peptidase_S66C', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'Mycofactocin_RRE', 'mycofactocin', 'Methyltransf_23', 'P450_rel_GT_act', 'P450_cycloAA_1', 'asnS', 'NHLM_micro_ABC1', 'Condensation', 'PP-binding', 'AMP-binding', '4_coum_CoA_lig']",1
377,"['Chlorophyllase2', 'PAF-AH_p_II', 'BD-FAE', 'XylB', 'Rxyl_3153', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'CitMHS', 'ECH_1', 'AAA_19', 'UvrD_C_2', 'SigE-fam_strep']",1
378,"['CoA_transf_3', 'SDR_subfam_1', 'HisKA_3', 'Response_reg', 'GerE', 'heterocyst_DevA', 'FtsX', 'lolCE', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'MerR_1', 'DoxX_3', 'DUF3318']",1
379,"['CoA_transf_3', 'phnR_burk', 'Aldedh', 'Cupin_2', 'SpoIIE', 'PAS_4', 'sensory_box', 'PAS', 'GAF_2', 'mycofact_TetR', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'MR_MLE_C', 'MR_MLE_N', 'LysR_substrate', 'HTH_1', 'ROK', 'MarR_2', 'BPD_transp_1']",1
380,"['Cob-chelat-sub', 'VWA_2', 'TIGR03843', 'TIGR03847', 'MSMEG_4193', 'Rv0697', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'actino_HemFlav', 'mycofact_creat']",1
381,"['DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'HTH_11', 'Pyr_redox_2', 'Reductase_C', 'SLAC1', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'MFS_1', 'TetR_N', 'DprA_WH', 'CYP450_TxtE']",1
382,"['DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'HTH_11', 'Pyr_redox_2', 'DUF222', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'betaine_BetI', 'CYP450_TxtE']",1
383,"['DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Pyr_redox_2', 'Glyoxalase_6', 'Sig70_famx2', 'PhyH', 'mycofact_TetR', 'HTH_7', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'CYP450_TxtE', 'COesterase', 'SnoaL_2']",1
384,"['DUF3995', 'mycofact_creat', 'VWA_2', 'VWA_CoxE', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'am_tr_V_VC1184', 'FAD_binding_3', 'SpoIIE', 'GAF_2', 'EAL', 'PAS_4', 'choice_anch_A', 'Transgly_assoc', 'DUF4232']",1
385,"['DUF4242', 'DUF362', 'DUF362', 'ParA', 'SDR_subfam_1', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_2', 'Fer4', 'ETF', 'mycofact_glyco', 'TIGR00268']",1
386,"['DUF4352', 'DUF5606', 'CarboxypepD_reg', 'DJC28_CD', 'SDR_subfam_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'DUF1127', 'GG-red-SF', 'DAO', 'Fer4_2', 'Fer4', 'mft_etfB', 'mycofact_creat']",1
387,"['DUF4381', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DUF5654', 'HAD-SF-IB-hyp1', 'CpaE_hom_Actino', 'heli_sec_ATPase', 'T2SSF', 'DUF6203']",1
388,"['DUF4389', 'He_PIG', 'Peptidase_M1', 'YjbR', 'Fructosamin_kin', 'DUF1524', 'PEP_resp_reg', 'ntrC', 'HTH_30', 'Sigma54_activ_2', 'HTH_50', 'Rxyl_3153', 'Mycofactocin_RRE', 'pyruv_oxi_spxB', 'LysR_substrate', 'HTH_5', 'caca2', 'SpoIIE', 'ANTAR', 'PAS_3', 'PAS_4', 'TMAO_torS', 'HAMP', 'DUF883', 'CorA', 'AraC_binding_2', 'HTH_AraC', 'MoaF_C', 'MoaF']",1
389,"['DUF4442', 'COesterase', 'CYP450_TxtE', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'F420_MSMEG_2249', 'Esterase_PHB', 'Hydrolase_4', 'selen_ocin', 'NAD_binding_8', 'Pyr_redox_3', 'MnmC_Cterm', 'lipoamide_DH', 'KshA_C', 'Rieske', 'Isochorismatase', 'AMP-binding', 'AMP-binding_C']",1
390,"['DUF4442', 'COesterase', 'CYP450_TxtE', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MerR', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G', 'GETHR']",1
391,"['DUF4442', 'COesterase', 'CYP450_TxtE', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'mycofact_MftB', 'mycofactocin', 'mycofact_TetR', 'F420_MSMEG_2249', 'Esterase_PHB', 'FMO-like', 'KshA_C', 'Rieske', 'Isochorismatase', 'AMP-binding', 'AMP-binding_C']",1
392,"['DUF4442', 'GMC_mycofac_2', 'PqqA', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_C_14', 'PA_CoA_Oxy5', 'Pyr_redox_2', 'Pyr_redox', 'INV_N']",1
393,"['DUF4442', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'Pyr_redox_2', 'Reductase_C', 'TetR_C_1', 'TetR_N']",1
394,"['DUF4442', 'LysR_substrate', 'HTH_20', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'pilus_cpaD', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'gas_vesic_GvpN', 'KRTAP', 'VWA_CoxE', 'Methyltransf_25', 'BioC', 'Response_reg', 'GerE']",1
395,"['DUF5539', 'MarR', 'HTH_1', 'Crp', 'Abhydrolase_6', 'LVIVD', 'Diphtheria_C', 'Peptidase_M48', 'VirB3', 'mycofact_glyco', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'gas_vesic_GvpN', 'Mg_chelatase', 'VWA_2', 'acidobact_VWFA']",1
396,"['DUF5671', 'DUF3616', 'Acetyltransf_1', 'DUF4236', 'DUF4111', 'Selenoprotein_S', 'Excalibur', 'EF-hand_5', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'actino_HemFlav', 'SDR_subfam_1', 'Aldedh']",1
397,"['DUF6033', 'TetR_N', 'TetR_C_30', 'MFS_1', 'DUF3500', 'DUF6694', 'Whib', 'actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'SCFA_trans', 'Ppx-GppA', 'DUF501', 'DivIC', 'eno', 'SLT_2']",1
398,"['DUF6232', 'CsbD', 'DUF6131', 'DUF6358', 'MucB_RseB_C', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fe-ADH', 'HisKA_3', 'HATPase_c_2', 'GAF', 'Response_reg', 'GerE', 'DcuC', 'CotJA', 'Transp_cyt_pur', 'mycofact_TetR', 'TetR_C_14', 'cyc_hxne_CoA_dh']",1
399,"['DUF6358', 'CHAD', 'CYTH', 'Flavin_Reduct', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'ligase_PEP_1', 'PP-binding', 'Thioesterase', 'seco_metab_LLM', 'PP-binding', 'AMP-binding', 'AMP-binding_C', 'Mycofactocin_RRE', 'DUF2020', 'mycofact_rSAM', 'actino_HemFlav', 'PHA_depoly_arom', 'adh_short', 'Epimerase', 'TetR_N', 'PaaD', 'PA_CoA_ligase', 'PA_CoA_Oxy5']",1
400,"['DUF6377', 'RskA', 'PS_I_psaM', 'TetR_C_14', 'RskA', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'DoxX_3', 'DoxX', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420']",1
401,"['DUF6459', 'DUF4131', 'DUF3040', 'Cpta_toxin', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420']",1
402,"['DUF4231', 'TarH', 'formate_TAT', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'DoxX_3', 'PA_CoA_Oxy5', 'mycofact_TetR', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_MftB', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2']",1
403,"['DUF397', 'glycosyl_450act', 'Condensation', 'Acetyltransf_17', 'SCP2_2', 'Acetyltransf_9', 'Bac_luciferase', 'FKBP_C', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'TetR_N', 'LacI', 'HTH_23', 'TetR_C_11', 'Pyr_redox_3', 'NAD_binding_9', 'SDR_subfam_1']",1
404,"['DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Pyr_redox_2', 'NAD_binding_8', 'Glyoxalase_6', 'Sig70_famx2', 'PhyH', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1
405,"['DUF347', 'cztR_silR_copR', 'cztS_silS_copS', 'PAP2', 'Glycos_transf_2', 'glyco_TIGR04182', 'PMT_2', 'GT87', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'TetR_N', 'mycofact_TetR', 'HTH_IclR', 'LacI', 'P450_rel_GT_act', 'P450_rel_GT_act']",1
406,"['DDAH_eukar', 'HTH_AsnC-type', 'Sigma70_r4', 'Pyr_redox_2', 'Reductase_C', '2A0106', 'PhyH', 'DUF5325', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'mycofact_TetR', 'DprA_WH', 'CYP450_TxtE']",1
407,"['DDAH_eukar', 'Pyr_redox_2', 'Glyoxalase_6', 'Malic_M', 'malic', 'mycofactocin', 'actino_HemFlav', 'mycofact_glyco', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE', 'P450_rel_GT_act']",1
408,"['DDE_3', 'CBS', 'Rv0697', 'mycofact_glyco', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'GerE', 'Response_reg', 'GerE', 'AAA_22', 'TPR_19', 'AAA_16', 'NB-ARC', 'TPR_2', 'HATPase_c_2', 'MFS_1', '4HBT_2']",1
409,"['DSBA', 'Polyketide_cyc2', 'SmpB', 'Glyco_hydro_15', 'TREH_N', 'zwf', 'SigBFG', 'Sig-70_plancto1', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'VWA_CoxE', 'AAA_5', 'BchD-ChlD', 'Mg_chelatase', 'Rxyl_3153']",1
410,"['DSBA', 'Polyketide_cyc2', 'SmpB', 'Glyco_hydro_15', 'TREH_N', 'zwf', 'SigBFG', 'Sig-70_plancto1', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'VWA_CoxE', 'AAA_5', 'Rxyl_3153']",1
