,domains
WP_122191256.1,['Hydrolase_4']
WP_122191257.1,['Aldedh']
WP_147471735.1,['ABM']
WP_211186349.1,['SDR_subfam_1']
WP_168990681.1,"['Pyr_redox_2', 'Reductase_C']"
WP_122494916.1,['thiaz-red']
WP_122441228.1,['TIGR00702']
WP_122441229.1,['DUF2332']
WP_122494918.1,['mycofact_TetR']
WP_036395329.1,['mycofactocin']
WP_122441348.1,['Mycofactocin_RRE']
WP_122525033.1,['mycofact_rSAM']
WP_122441232.1,['actino_HemFlav']
WP_122441233.1,['mycofact_creat']
WP_122525034.1,['mycofact_glyco']
WP_122441235.1,['Rv0697']
WP_122525035.1,['efflux_EmrB']
WP_244604928.1,"['TetR_N', 'TetR_C_11']"
WP_043464406.1,['Pkinase']
WP_039820343.1,"['HTH_37', 'antidote_HigA']"
WP_043464403.1,['mycofact_glyco']
WP_043464400.1,['SDR_subfam_2']
WP_043464398.1,['mycofact_creat']
WP_043464395.1,['actino_HemFlav']
WP_043464393.1,['mycofact_rSAM']
WP_043464391.1,['Mycofactocin_RRE']
WP_043464390.1,['mycofactocin']
WP_043464387.1,['NDMA_methanol']
WP_043464384.1,"['AAA_5', 'AAA']"
WP_043464381.1,"['VWA_CoxE', 'fvmX3']"
WP_043464379.1,"['Methyltransf_11', 'BioC']"
WP_043464377.1,"['Response_reg', 'GerE']"
WP_043464375.1,"['HisKA_3', 'HSCB_C']"
WP_043464372.1,['Fe-ADH']
WP_123224733.1,['thiS']
WP_123224734.1,['thiamin_ThiO']
WP_183408296.1,['TMP-TENI']
WP_123224736.1,['mycofact_glyco']
WP_123224737.1,['SDR_subfam_2']
WP_123224738.1,['mycofact_creat']
WP_123224739.1,['actino_HemFlav']
WP_123224740.1,"['mycofact_rSAM', 'rSAM_for_selen']"
WP_123224741.1,['Mycofactocin_RRE']
WP_123224742.1,['mycofactocin']
WP_123224743.1,['mycofact_TetR']
WP_123224746.1,"['MmgE_PrpD', 'MmgE_PrpD_C']"
WP_123224747.1,['adh_short_C2']
WP_123224748.1,['HIBADH']
WP_221177078.1,['adh_short_C2']
WP_183407906.1,['BPD_transp_2']
WP_123229018.1,['SDR_subfam_1']
WP_221177465.1,['Ribonuc_L-PSP']
WP_123229019.1,['HbpS-like']
WP_123229020.1,['mycofact_TetR']
WP_123229021.1,['mycofactocin']
WP_123229022.1,['Mycofactocin_RRE']
WP_123229023.1,['mycofact_rSAM']
WP_123229024.1,['actino_HemFlav']
WP_123229025.1,['mycofact_creat']
WP_123229026.1,['SDR_subfam_2']
WP_123229027.1,['mycofact_glyco']
WP_183407907.1,['DUF11']
WP_183407908.1,['Sortase']
WP_183407909.1,"['AAA_16', 'GerE', 'HTH_47', 'HTH_23', 'TPR_19']"
WP_123272399.1,['Fe-ADH']
WP_245988687.1,"['HisKA_3', 'TmoB']"
WP_123272401.1,"['Response_reg', 'GerE']"
WP_123272402.1,['Methyltransf_25']
WP_123272403.1,['VWA_CoxE']
WP_123272404.1,"['AAA_5', 'AAA_30']"
WP_123272405.1,['NDMA_methanol']
WP_245988688.1,['mycofactocin']
WP_123272406.1,['Mycofactocin_RRE']
WP_123272407.1,['mycofact_rSAM']
WP_220093661.1,['mycofact_creat']
WP_123272408.1,['SDR_subfam_2']
WP_158607668.1,['mycofact_glyco']
WP_123272410.1,['trehalose_treC']
WP_148043364.1,"['ROK', 'HTH_IclR']"
WP_123272412.1,"['SBP_bac_1', 'SBP_bac_8', 'chitin_NgcE', 'TAT_signal']"
WP_245988689.1,['PhnU2']
WP_123389029.1,['DSBA']
WP_246003332.1,['Polyketide_cyc2']
WP_123389030.1,['SmpB']
WP_123389031.1,"['Glyco_hydro_15', 'TREH_N']"
WP_246003333.1,['zwf']
WP_123389032.1,"['SigBFG', 'Sig-70_plancto1']"
WP_123389033.1,['mycofact_TetR']
WP_123389034.1,['mycofactocin']
WP_123389035.1,['Mycofactocin_RRE']
WP_123389036.1,['mycofact_rSAM']
WP_123389037.1,['actino_HemFlav']
WP_123389038.1,['mycofact_creat']
WP_123389039.1,['SDR_subfam_2']
WP_123389040.1,['mycofact_glyco']
WP_123389041.1,['VWA_CoxE']
WP_246003334.1,"['AAA_5', 'BchD-ChlD', 'Mg_chelatase']"
WP_123389042.1,['Rxyl_3153']
WP_246053291.1,['Fasciclin']
WP_246053293.1,['sigma70-ECF']
WP_246053294.1,['mycofact_TetR']
WP_211360167.1,['Rv0697']
WP_246053295.1,['mycofactocin']
WP_123669696.1,['Mycofactocin_RRE']
WP_123669697.1,['mycofact_rSAM']
WP_123669698.1,['actino_HemFlav']
WP_123669699.1,['mycofact_creat']
WP_123669700.1,['Rxyl_3153']
WP_123669701.1,['mycofact_glyco']
WP_123669702.1,"['NAD_binding_9', 'NAD_binding_8']"
WP_123669703.1,['ptsS_2']
WP_123669704.1,"['Pkinase', 'WD40']"
WP_124437532.1,['AAA_18']
WP_124437533.1,['Abhydrolase_6']
WP_253266736.1,['mycofact_TetR']
WP_124437535.1,['Rv0697']
WP_124437536.1,['mycofactocin']
WP_124437537.1,['Mycofactocin_RRE']
WP_124437538.1,"['mycofact_rSAM', 'NIR_SIR_ferr']"
WP_124437539.1,['actino_HemFlav']
WP_124437540.1,['mycofact_creat']
WP_216377532.1,['mycofact_glyco']
WP_124437541.1,"['TIGR00276', 'SCP2', 'Fer4_10', 'Fer4', 'Fer4_2']"
WP_124437542.1,"['HxlR', 'Nudix_N_2']"
WP_232017055.1,"['DUF2749', 'DUF3040']"
WP_124710532.1,['Pyr_redox_2']
WP_232017056.1,['DNA_alkylation']
WP_124711552.1,"['DoxX_3', 'DoxX']"
WP_124710533.1,['PA_CoA_Oxy5']
WP_124710534.1,['mycofact_TetR']
WP_124710535.1,['mycofactocin']
WP_124710536.1,['Mycofactocin_RRE']
WP_124710537.1,['mycofact_rSAM']
WP_124710538.1,['actino_HemFlav']
WP_124710539.1,['SDR_subfam_1']
WP_124710540.1,['CoA_transf_3']
WP_124710541.1,['mycofact_creat']
WP_124710542.1,['mycofact_glyco']
WP_124710543.1,['GMC_mycofac_2']
WP_124710544.1,['Rv1155_F420']
WP_125035911.1,"['Acyl-CoA_dh_1', 'Acyl-CoA_dh_N']"
WP_125035202.1,['pntA']
WP_221767409.1,['PNTB']
WP_125035203.1,"['Lipase_GDSL_2', 'HTH_21']"
WP_125035206.1,['mycofact_TetR']
WP_125035207.1,['mycofactocin']
WP_125035208.1,['Mycofactocin_RRE']
WP_125035209.1,"['mycofact_rSAM', 'Bradykinin']"
WP_125035210.1,['actino_HemFlav']
WP_125035211.1,['mycofact_creat']
WP_125035212.1,['SDR_subfam_2']
WP_221767461.1,['mycofact_glyco']
WP_125035214.1,['Phage_integrase']
WP_125035215.1,['protocat_pcaD']
WP_125035216.1,['protocat_pcaD']
WP_185736299.1,['VapB_antitoxin']
WP_125038441.1,['lipA']
WP_125038022.1,['TetR_C_31']
WP_125038023.1,['mycofact_glyco']
WP_125038024.1,['SDR_subfam_2']
WP_125038025.1,['mycofact_creat']
WP_125038026.1,['actino_HemFlav']
WP_125038027.1,['mycofact_rSAM']
WP_125038028.1,['Mycofactocin_RRE']
WP_125038029.1,['mycofactocin']
WP_221767633.1,['mycofact_TetR']
WP_125038031.1,['PNTB']
WP_125038032.1,['pntA']
WP_125038033.1,['Rieske']
WP_185736300.1,['FAA_hydrolase']
WP_125038035.1,['gentisate_1_2']
WP_125038036.1,['SDR_subfam_1']
WP_125089377.1,['SDR_subfam_2']
WP_125089378.1,['mft_etfB']
WP_125089379.1,"['Fer4_2', 'Fer4']"
WP_125089380.1,['GG-red-SF']
WP_125089381.1,['ETF_alpha']
WP_125089382.1,['mycofact_OYE_2']
WP_125089383.1,['mycofact_OYE_1']
WP_125089384.1,['mycofact_rSAM']
WP_125089385.1,['Mycofactocin_RRE']
WP_125089386.1,['mycofactocin']
WP_233576082.1,['mycofact_TetR']
WP_125089388.1,['Rxyl_3153']
WP_125089389.1,['Usp']
WP_199740296.1,['P_acnes_RR']
WP_233576083.1,['FmdA_AmdA']
WP_125089390.1,['aceE']
WP_125089391.1,"['AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_8']"
WP_125612929.1,"['OPT', 'Exosortase_EpsH']"
WP_125612889.1,['Abhydrolase_1']
WP_125612891.1,['SDR_subfam_1']
WP_125612893.1,['mycofact_glyco']
WP_125612895.1,['mycofact_creat']
WP_026401607.1,['actino_HemFlav']
WP_125612898.1,['mycofact_rSAM']
WP_026401609.1,['Mycofactocin_RRE']
WP_064743537.1,['mycofactocin']
WP_125612900.1,['Rv0697']
WP_034517056.1,['mycofact_TetR']
WP_125612902.1,['crcB']
WP_125612904.1,['crcB']
WP_125612906.1,['DAO']
WP_125612908.1,['adh_short_C2']
WP_125612910.1,['adh_short_C2']
WP_125781265.1,['cztR_silR_copR']
WP_233620465.1,"['cztS_silS_copS', 'phoR_proteo', 'HAMP']"
WP_199746334.1,"['HxlR', 'MarR_2']"
WP_125798826.1,"['Abhydrolase_1', 'protocat_pcaD']"
WP_125781257.1,['actino_HemFlav']
WP_125798827.1,['mycofact_glyco']
WP_125798828.1,['SDR_subfam_2']
WP_125781251.1,['mycofact_rSAM']
WP_125781248.1,['Mycofactocin_RRE']
WP_199746336.1,['mycofactocin']
WP_125781246.1,['mmdA']
WP_125781244.1,['ACC_epsilon']
WP_125781242.1,['Thioesterase']
WP_125798830.1,"['AAA_16', 'GerE', 'TPR_MalT', 'HTH_23', 'TPR_2']"
WP_127125468.1,['actino_HemFlav']
WP_205739540.1,"['VWA_2', 'CobT_C']"
WP_127125472.1,['AAA_5']
WP_127125474.1,['SDR_subfam_1']
WP_127125476.1,['SDR_subfam_1']
WP_127125478.1,['SDR_subfam_1']
WP_127125480.1,['SDR_subfam_1']
WP_127125482.1,['mycofact_rSAM']
WP_127125484.1,['Mycofactocin_RRE']
WP_127125486.1,['mycofactocin']
WP_127125488.1,['mycofact_TetR']
WP_127125490.1,['mycofact_creat']
WP_127125492.1,['betA']
WP_127125494.1,['DNA_alkylation']
WP_127125496.1,['Methyltransf_23']
WP_127125498.1,['DUF2461']
WP_205739541.1,['Rhodanese']
WP_127781972.1,['nickel_nikC']
WP_241249648.1,['nickel_nikB']
WP_127781974.1,['Lactamase_B']
WP_127781975.1,['TetR_C_31']
WP_127781976.1,['MMPL']
WP_241249651.1,['DoxX_2']
WP_241249659.1,"['mycofact_TetR', 'TetR_N']"
WP_127781978.1,['mycofactocin']
WP_127781979.1,['Mycofactocin_RRE']
WP_127781980.1,['mycofact_rSAM']
WP_127781981.1,['actino_HemFlav']
WP_127781982.1,['mycofact_OYE_1']
WP_127781983.1,['mycofact_OYE_2']
WP_127781985.1,"['Epimerase', 'HpnA']"
WP_127781986.1,['TetR_C_33']
WP_241249672.1,['rluA_subfam']
WP_127947776.1,['T7SS_ESX_EspC']
WP_127947779.1,['mycofact_OYE_2']
WP_127947780.1,['SDR_subfam_1']
WP_127947781.1,['mycofact_OYE_1']
WP_127947782.1,['actino_HemFlav']
WP_127947783.1,['mycofact_rSAM']
WP_127948111.1,['Mycofactocin_RRE']
WP_127947784.1,['mycofactocin']
WP_127947785.1,['mycofact_TetR']
WP_127947786.1,['Methyltransf_11']
WP_127947787.1,['PA_CoA_Oxy5']
WP_127947788.1,['rpiA']
WP_127947789.1,['SPW']
WP_127947790.1,"['TetR_N', 'TetR_C_31']"
WP_127947791.1,['glut_race']
WP_127954966.1,['WXG100']
WP_127954967.1,['T7SS_ESX_EspC']
WP_127954969.1,['mycofact_OYE_2']
WP_127954970.1,['SDR_subfam_1']
WP_127954971.1,['mycofact_OYE_1']
WP_127954972.1,['actino_HemFlav']
WP_127954973.1,['mycofact_rSAM']
WP_127954974.1,['Mycofactocin_RRE']
WP_127954975.1,['mycofact_TetR']
WP_127954976.1,['Methyltransf_11']
WP_127954977.1,['PA_CoA_Oxy5']
WP_127954978.1,"['SPW', 'IPTL_CTERM']"
WP_127954979.1,"['TetR_N', 'TetR_C_31']"
WP_127954980.1,['glut_race']
WP_206615815.1,"['Pyr_redox_2', 'Reductase_C']"
WP_129669942.1,['cyc_hxne_CoA_dh']
WP_205857699.1,['PA_CoA_ligase']
WP_240760295.1,"['pcaR_pcaU', 'HTH_IclR']"
WP_205857700.1,['mycofact_glyco']
WP_205857701.1,['mycofact_creat']
WP_129669944.1,['actino_HemFlav']
WP_240760296.1,['mycofact_rSAM']
WP_240760297.1,['mycofact_rSAM']
WP_205857702.1,['Mycofactocin_RRE']
WP_129669946.1,['mycofactocin']
WP_240760306.1,['mycofact_TetR']
WP_129669974.1,['mycofact_glyco']
WP_129669975.1,['mycofact_glyco']
WP_205857703.1,['betA']
WP_240760298.1,['GMC_oxred_C']
WP_129669947.1,['Exo_endo_phos']
WP_240760307.1,['NUDIX']
WP_129986443.1,"['Methyltransf_25', 'Ubie_methyltran', 'BchM-ChlM']"
WP_129986444.1,"['LysR_substrate', 'HTH_1']"
WP_206053763.1,['Cons_hypoth698']
WP_129986445.1,['Methyltransf_25']
WP_129986446.1,['VWA_CoxE']
WP_206053764.1,"['AAA_5', 'CbbQ_C']"
WP_129986447.1,['NDMA_methanol']
WP_129986448.1,['mycofactocin']
WP_129986449.1,['Mycofactocin_RRE']
WP_129986450.1,['mycofact_rSAM']
WP_240755578.1,['mycofact_creat']
WP_129986451.1,['mycofact_glyco']
WP_129986453.1,['CutC']
WP_129986454.1,"['Peptidase_S66', 'DUF4031', 'Peptidase_S66C', 'DUF5073']"
WP_129986456.1,['IU_nuc_hydro']
WP_130292598.1,['CO_dehy_Mo_lg']
WP_130292599.1,['4hydroxCoAred']
WP_130292600.1,['mycofact_glyco']
WP_130292601.1,['Phosphodiest']
WP_130292602.1,['mycofact_creat']
WP_207223673.1,['mycofact_OYE_2']
WP_130292603.1,['mycofact_OYE_1']
WP_130292604.1,['mycofact_rSAM']
WP_207223674.1,['Mycofactocin_RRE']
WP_130292605.1,['mycofactocin']
WP_165438519.1,"['DUF952', 'Acetyltransf_1', 'DUF1205']"
WP_130292606.1,['NDMA_methanol']
WP_130292607.1,['gas_vesic_GvpN']
WP_130292608.1,['VWA_CoxE']
WP_130292609.1,['NDMA_methanol']
WP_242623338.1,"['AAA_5', 'AAA']"
WP_130292611.1,['VWA_CoxE']
WP_131576668.1,['mycofact_glyco']
WP_131576670.1,['mycofact_creat']
WP_207390432.1,['Ricin_B_lectin']
WP_131580784.1,['mycofact_OYE_2']
WP_131576671.1,['SDR_subfam_1']
WP_131576672.1,['mycofact_OYE_1']
WP_131576674.1,['actino_HemFlav']
WP_131576675.1,['mycofact_rSAM']
WP_131576677.1,['Mycofactocin_RRE']
WP_131576678.1,['mycofactocin']
WP_131576679.1,['mycofact_TetR']
WP_131576681.1,['Methyltransf_11']
WP_131576682.1,['PA_CoA_Oxy5']
WP_131576683.1,"['SPW', 'BNR']"
WP_131576685.1,"['TetR_N', 'mycofact_TetR']"
WP_131576686.1,['glut_race']
WP_207390433.1,['Pyr_redox_2']
WP_131761956.1,"['HTH_3', 'HTH_31']"
WP_242619648.1,['SsuA_fam']
WP_131761957.1,"['ntrB', 'PhnE']"
WP_131761958.1,['ntrB']
WP_131761959.1,"['Methyltransf_2', 'Dimerisation2']"
WP_242619649.1,['mycofact_TetR']
WP_131761960.1,['Rv0697']
WP_131761961.1,['mycofactocin']
WP_207400185.1,['Mycofactocin_RRE']
WP_131761962.1,['mycofact_rSAM']
WP_131761963.1,['actino_HemFlav']
WP_131761964.1,['mycofact_creat']
WP_206443241.1,['B4_12hDH']
WP_241251595.1,['mft_etfB']
WP_206445300.1,"['Fer4_2', 'aprB']"
WP_131767351.1,"['GG-red-SF', 'DAO']"
WP_131767352.1,"['ETF_alpha', 'ETF']"
WP_131767353.1,['mycofact_OYE_2']
WP_131767362.1,"['mycofact_OYE_1', 'Thi4']"
WP_131767363.1,['mycofact_rSAM']
WP_131767354.1,['Mycofactocin_RRE']
WP_131767355.1,['mycofactocin']
WP_241251596.1,['Fer4_15']
WP_165035063.1,['pter_reduc_Leis']
WP_131767364.1,"['pimC_large', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M']"
WP_241251597.1,['TetR_N']
WP_131767359.1,['CoA_transf_3']
WP_063971916.1,"['thioredoxin', 'Thioredoxin_7']"
WP_131885242.1,['Abhydrolase_6']
WP_131885243.1,['GMC_mycofac_2']
WP_131885244.1,['mycofact_glyco']
WP_131885245.1,['mycofact_creat']
WP_131885246.1,['SDR_subfam_1']
WP_131885247.1,['actino_HemFlav']
WP_131885248.1,['mycofact_rSAM']
WP_131885249.1,['Mycofactocin_RRE']
WP_063971908.1,['mycofactocin']
WP_243699611.1,['mycofact_TetR']
WP_131885250.1,['DUF4442']
WP_131885251.1,['DUF4191']
WP_243699612.1,"['HTH_34', 'HTH_5']"
WP_063971904.1,"['ABC2_membrane', 'drrC']"
WP_131885252.1,['drrA']
WP_131885253.1,['Glyoxalase']
WP_207938765.1,['actino_HemFlav']
WP_132196228.1,['mycofact_rSAM']
WP_132196231.1,['Mycofactocin_RRE']
WP_132196233.1,['mycofactocin']
WP_243716139.1,['Rv0697']
WP_243716140.1,['mycofact_TetR']
WP_207938766.1,"['PaaB1', 'fa_ox_alpha_mit']"
WP_132196237.1,['AveC_like']
WP_132196239.1,"['AAA_5', 'CbbQ_C']"
WP_132196241.1,['VWA_2']
WP_132196243.1,"['TetR_N', 'TipAS']"
WP_132673718.1,['mycofact_rSAM']
WP_132673719.1,['Mycofactocin_RRE']
WP_132673720.1,['mycofactocin']
WP_235876660.1,['mycofact_TetR']
WP_132673722.1,['Rxyl_3153']
WP_132673723.1,['Usp']
WP_207922092.1,"['P_acnes_RR', 'TAT_signal_seq']"
WP_235876661.1,['FmdA_AmdA']
WP_132673725.1,['aceE']
WP_132673726.1,"['AsnC_trans_reg', 'HTH_AsnC-type']"
WP_132681908.1,['cyc_hxne_CoA_dh']
WP_132681909.1,['CoA_transf_3']
WP_132681910.1,"['LysR_substrate', 'HTH_1']"
WP_132681911.1,['2A0106']
WP_235877852.1,['MaoC_dehydrat_N']
WP_132681912.1,['citE']
WP_132681913.1,['mycofact_TetR']
WP_132681914.1,['mycofactocin']
WP_207918514.1,['Mycofactocin_RRE']
WP_132681916.1,['mycofact_rSAM']
WP_132682019.1,['actino_HemFlav']
WP_235877854.1,['AcAcCoA_reduct']
WP_132681918.1,['LysR_substrate']
WP_132681919.1,"['Acyl-CoA_dh_1', 'AidB_N', 'Acyl-CoA_dh_M']"
WP_132681920.1,['CoA_transf_3']
WP_132681921.1,['2A0106']
WP_132681922.1,['ECH_1']
WP_243658887.1,['mycofact_creat']
WP_132876898.1,['mft_etfB']
WP_132877137.1,"['Fer4_9', 'Fer4', 'aprB']"
WP_132876899.1,"['GG-red-SF', 'DAO']"
WP_132876900.1,"['ETF_alpha', 'ETF']"
WP_132876901.1,['mycofact_OYE_2']
WP_132876902.1,['mycofact_OYE_1']
WP_132876903.1,['mycofact_rSAM']
WP_132876904.1,['Mycofactocin_RRE']
WP_132876905.1,['mycofactocin']
WP_132876906.1,['mycofact_TetR']
WP_132876907.1,['Rxyl_3153']
WP_132876908.1,"['PEP_resp_reg', 'Sigma54_activ_2', 'AAA_22', 'HTH_23']"
WP_132876909.1,['Rv1155_F420']
WP_132876910.1,['AcCoA-C-Actrans']
WP_132876911.1,"['OB_aCoA_assoc', 'DUF35_N']"
WP_132876912.1,['T2SSE_N']
WP_133413587.1,['CYP450_TxtE']
WP_133413588.1,['TetR_N']
WP_133413589.1,['efflux_EmrB']
WP_133413590.1,['Rv0697']
WP_046361119.1,['mycofact_glyco']
WP_133413591.1,['mycofact_creat']
WP_046361117.1,['actino_HemFlav']
WP_048424715.1,['mycofact_rSAM']
WP_133413592.1,['Mycofactocin_RRE']
WP_073682527.1,['mycofactocin']
WP_133413593.1,['mycofact_TetR']
WP_133413594.1,['DUF222']
WP_133413595.1,['Pyr_redox_2']
WP_046361142.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'MarR', 'Sigma70_r4', 'HTH_11']"
WP_237165538.1,['DDAH_eukar']
WP_236728344.1,['Orn_aminotrans']
WP_172835554.1,['SDR_subfam_1']
WP_243831723.1,['Cons_hypoth698']
WP_133753868.1,"['Peptidase_S9', 'Peptidase_S9_N']"
WP_133753869.1,['PQQ_2']
WP_208292753.1,['4HBT']
WP_208292754.1,['mycofact_glyco']
WP_133753871.1,['mycofact_creat']
WP_133753872.1,['mycofact_rSAM']
WP_133753873.1,['Mycofactocin_RRE']
WP_133753874.1,['mycofactocin']
WP_133753875.1,['NDMA_methanol']
WP_133753876.1,['gas_vesic_GvpN']
WP_133753877.1,['VWA_CoxE']
WP_133753878.1,['Methyltransf_25']
WP_243831867.1,"['Response_reg', 'GerE']"
WP_133753880.1,['HisKA_3']
WP_243831724.1,['Fe-ADH']
WP_238165472.1,['DUF347']
WP_202869480.1,['DUF6345']
WP_133799659.1,['mycofact_glyco']
WP_133799660.1,['SDR_subfam_2']
WP_133799661.1,['mycofact_creat']
WP_133799662.1,['actino_HemFlav']
WP_133799663.1,['mycofact_rSAM']
WP_133799664.1,['Mycofactocin_RRE']
WP_133799665.1,['mycofactocin']
WP_133799666.1,['mycofact_TetR']
WP_133799667.1,"['Methyltransf_23', 'Methyltransf_12', 'Methyltransf_25']"
WP_133799668.1,['menH_SHCHC']
WP_133799669.1,['Amidase']
WP_133799670.1,"['HxlR', 'Alkyl_sulf_C']"
WP_133799671.1,"['AMP-binding', 'AMP-binding_C']"
WP_133825760.1,['RuBisCO_small']
WP_133825761.1,['cbbX_cfxQ']
WP_133825762.1,['LysR_substrate']
WP_133825763.1,['Glycolytic']
WP_166659782.1,['DUF4191']
WP_133825764.1,['Abhydrolase_1']
WP_133825765.1,['Secretin_N']
WP_133825766.1,['mycofact_rSAM']
WP_133825767.1,['Mycofactocin_RRE']
WP_133826305.1,['mycofactocin']
WP_166659783.1,['mycofact_TetR']
WP_133825768.1,['GntR']
WP_133825769.1,['PetM']
WP_133825771.1,['adh_short']
WP_133825772.1,['NDMA_methanol']
WP_208114070.1,"['AAA_5', 'AAA']"
WP_133852957.1,['SDR_subfam_2']
WP_166659400.1,['mft_etfB']
WP_166659401.1,"['Fer4_2', 'aprB', 'Fer4']"
WP_133852959.1,"['GG-red-SF', 'DAO']"
WP_243754372.1,"['ETF_alpha', 'ETF']"
WP_243754373.1,['mycofact_OYE_2']
WP_133852960.1,['mycofact_OYE_1']
WP_133852961.1,['mycofact_rSAM']
WP_133852962.1,['Mycofactocin_RRE']
WP_133853125.1,['mycofactocin']
WP_243754374.1,['mycofact_TetR']
WP_133852964.1,"['DUF1707', 'Defensin_big']"
WP_133852965.1,['Amidohydro_2']
WP_133852966.1,['DNA_binding_1']
WP_133852967.1,['PaaC-3OHAcCoADH']
WP_133852968.1,['cyc_hxne_CoA_dh']
WP_243754375.1,"['Pro-kuma_activ', 'Peptidase_S8']"
WP_133867842.1,"['OsmC', 'Hydrolase_4']"
WP_133867843.1,['PAC2']
WP_133867844.1,['serC_3']
WP_243839092.1,['Aminotran_1_2']
WP_133867846.1,['CSLREA_Nterm']
WP_133867848.1,['G3P_acyltransf']
WP_166657383.1,['mycofact_rSAM']
WP_133867849.1,['Mycofactocin_RRE']
WP_208293966.1,['mycofactocin']
WP_133867850.1,"['DUF5849', 'DUF2561']"
WP_133867851.1,['Flp1_like']
WP_133867852.1,['drrA']
WP_133867853.1,['adh_short_C2']
WP_133867854.1,"['AAA_19', 'Viral_helicase1', 'RNA_replicase_B']"
WP_133867855.1,['RHH_1']
WP_208297675.1,"['AMP-binding', 'AMP-binding_C']"
WP_133904683.1,['DHPS']
WP_133904564.1,['Amidohydro_3']
WP_243866617.1,"['ECH_1', 'ECH_2']"
WP_133904565.1,['actino_HemFlav']
WP_133904566.1,['mycofact_glyco']
WP_243866618.1,['SDR_subfam_2']
WP_133904685.1,['mycofact_rSAM']
WP_133904568.1,['Mycofactocin_RRE']
WP_133904569.1,['mycofactocin']
WP_133904570.1,"['mycofact_TetR', 'HTH_29']"
WP_208297652.1,['adh_short_C2']
WP_133904571.1,"['GntR', 'HTH_5', 'TrmB', 'HTH_Crp_2']"
WP_208297653.1,['menE']
WP_208297654.1,['CoA_transf_3']
WP_208297655.1,['citE']
WP_133904573.1,"['butyr_acet_CoA', 'AcetylCoA_hydro']"
WP_134066059.1,['EutC']
WP_134066060.1,['EutB']
WP_134066061.1,['2A0305']
WP_134066866.1,['Rv0697']
WP_134066062.1,['mycofact_glyco']
WP_134066063.1,['mycofact_creat']
WP_134066064.1,['actino_HemFlav']
WP_134066065.1,['mycofact_rSAM']
WP_134066066.1,['Mycofactocin_RRE']
WP_030096679.1,['mycofactocin']
WP_134066067.1,['mycofact_TetR']
WP_134066068.1,"['Pyr_redox_2', 'Reductase_C']"
WP_134066069.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3']"
WP_134066070.1,['DDAH_eukar']
WP_191987833.1,['Orn_aminotrans']
WP_134066071.1,['2A0306']
WP_134066072.1,['Usp']
WP_134322148.1,['T2SSF']
WP_134322149.1,"['T2SSF', 'Cpta_toxin']"
WP_166741596.1,['heli_sec_ATPase']
WP_134322151.1,['CpaE_hom_Actino']
WP_243837593.1,['HAD-SF-IB-hyp1']
WP_134322153.1,['adh_short_C2']
WP_243837595.1,['actino_HemFlav']
WP_134322154.1,['mycofact_rSAM']
WP_134322155.1,['Mycofactocin_RRE']
WP_134322156.1,['mycofactocin']
WP_134322157.1,['mycofact_TetR']
WP_134322158.1,['DUF6403']
WP_134322159.1,['DctQ']
WP_134322160.1,['mycofact_glyco']
WP_134322161.1,['mycofact_creat']
WP_208378811.1,['VWA_CoxE']
WP_243837596.1,"['AAA_5', 'bpMoxR', 'TIGR02928']"
WP_134718658.1,['CutC']
WP_246051103.1,['UTRA']
WP_134718660.1,"['FtsX', 'lolCE', 'CDC48_2']"
WP_134718662.1,['heterocyst_DevA']
WP_134718664.1,['mycofact_glyco']
WP_134718666.1,['mycofact_creat']
WP_134718668.1,['mycofact_rSAM']
WP_134718670.1,['Mycofactocin_RRE']
WP_134718672.1,['mycofactocin']
WP_134718674.1,['NDMA_methanol']
WP_067028374.1,['PIN']
WP_067028372.1,['lp_hng_hel_AbrB']
WP_067028370.1,['Rxyl_3153']
WP_067028368.1,['therm_gnt_kin']
WP_173849919.1,"['pcaR_pcaU', 'HTH_24']"
WP_067028367.1,['Rv0697']
WP_135011779.1,['mycofact_TetR']
WP_083991072.1,['mycofactocin']
WP_067028361.1,['Mycofactocin_RRE']
WP_135011781.1,['mycofact_rSAM']
WP_067028359.1,['SDR_subfam_1']
WP_135011783.1,['SDR_subfam_1']
WP_218939251.1,"['AAA_5', 'MCM']"
WP_205631776.1,"['VWA_2', 'marine_srt_targ']"
WP_135011785.1,['actino_HemFlav']
WP_218939252.1,['adh_short_C2']
WP_135011787.1,['CoA_trans']
WP_135126777.1,['NDMA_methanol']
WP_209305781.1,"['AAA_5', 'bpMoxR', 'IPT']"
WP_135126849.1,"['VWA_CoxE', 'Cadherin-like']"
WP_135126778.1,['Fe-ADH']
WP_135126850.1,"['HisKA_3', 'GAF_2']"
WP_135126851.1,"['Response_reg', 'GerE']"
WP_135126779.1,"['Methyltransf_11', 'Methyltransf_25']"
WP_135126780.1,['mycofactocin']
WP_135126781.1,['Mycofactocin_RRE']
WP_135126782.1,['mycofact_rSAM']
WP_135126783.1,['actino_HemFlav']
WP_135126784.1,"['LysR_substrate', 'HTH_1']"
WP_135126785.1,['TctC']
WP_245234026.1,['TctB']
WP_135126786.1,['TctA']
WP_135126787.1,"['GntR', 'FCD', 'HTH_11', 'MarR_2']"
