,domains
WP_153803722.1,"['TIGR03971', 'TIGR02685', 'KR', 'Epimerase']"
WP_153909469.1,"['TIGR03971', 'adh_short', 'TIGR02415', 'TIGR01830', 'TIGR01832', 'TIGR01829', 'TIGR01963', 'TIGR04316', 'TIGR02632', 'TIGR01831', 'TIGR03206', 'TIGR03325', 'TIGR02685', 'KR', 'TIGR01500']"
WP_153934950.1,['TIGR04515']
WP_153909467.1,"['Fer2', 'TIGR02007', 'TIGR01941', 'TIGR02731']"
WP_255489257.1,['Reductase_C']
WP_194944223.1,"['AMP-binding', 'TIGR02262', 'TIGR03098', 'TIGR03208', 'TIGR01733', 'TIGR02275', 'TIGR03205', 'TIGR02188', 'TIGR02316', 'AMP-binding_C', 'TIGR01734', 'TIGR02372', 'TIGR01217', 'TIGR03443']"
WP_153934952.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_7', 'HTH_Tnp_1_2', 'DUF2934', 'HTH_23', 'TIGR03412']"
WP_153651671.1,['TIGR03969']
WP_153909464.1,"['Mycofactocin_RRE', 'TIGR03967', 'EAD2']"
WP_153934953.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR04546', 'TIGR03913', 'TIGR02109', 'TIGR04251', 'TIGR04133', 'TIGR04340', 'TIGR04250', 'TIGR04082', 'TIGR04103', 'Radical_SAM', 'TIGR02668', 'TIGR02666', 'TIGR04403', 'TIGR03942', 'TIGR04317', 'TIGR04167', 'TIGR04084', 'TIGR03961', 'TIGR04163', 'TIGR03974', 'TIGR04085', 'TIGR04083', 'TIGR04466', 'TIGR03470', 'TIGR04080', 'TIGR03977', 'TIGR04311', 'TIGR04064', 'TIGR04321', 'TIGR04280', 'TIGR04269', 'TIGR04463', 'TIGR03978', 'TIGR02495', 'TIGR04068', 'TIGR04334', 'TIGR04304', 'TIGR03963', 'TIGR03906', 'TIGR02493', 'SPASM', 'TIGR04261', 'Fer4_12', 'TIGR04349', 'TIGR04478', 'Fer4_14', 'TIGR04041', 'TIGR03365', 'TIGR03972', 'TIGR04150', 'TIGR02494', 'TIGR04078', 'TIGR04148', 'NIR_SIR_ferr', 'TIGR04278', 'TIGR01768', 'TIGR04136']"
WP_153651674.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'NMO', 'His_biosynth', 'TIGR03151', 'ThiG', 'G3P_antiterm', 'TIGR01306', 'TIGR00007', 'TIGR01305', 'Dus', 'DHO_dh', 'TIGR01037']"
WP_153651675.1,"['TIGR03964', 'TIGR04448', 'TIGR02313']"
WP_153935059.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'TIGR03937', 'TIGR04242', 'Glyco_tranf_2_2', 'TIGR04283', 'Glyco_transf_21', 'DUF6247', 'TIGR04182', 'TIGR01556']"
WP_153935060.1,"['TIGR01810', 'TIGR03970', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'Pyr_redox_2', 'Lycopene_cycl', 'TIGR02032', 'FAD_binding_2', 'NAD_binding_8', 'TIGR01790', 'TIGR00031', 'TIGR00551', 'TIGR01988']"
WP_194944224.1,"['AraC_binding_2', 'HTH_18', 'HTH_AraC', 'TIGR04094', 'DUF3782', 'MarR_2', 'TIGR02297']"
WP_153934955.1,"['Aldedh', 'TIGR02288', 'TIGR02518', 'MLTR_LBD', 'YCII']"
WP_153909461.1,"['TIGR03989', 'ADH_N', 'TIGR02824', 'TIGR03201', 'ADH_zinc_N', 'TIGR02822', 'TIGR02819', 'TIGR01751', 'TIGR01202', 'TIGR02817', 'Glu_dehyd_C', 'ADH_zinc_N_2', 'AdoHcyase_NAD', 'NAD_binding_7', 'AlaDh_PNT_C']"
WP_155543847.1,"['Pyr_redox_2', 'TIGR03385', 'TIGR02053', 'TIGR01350', 'Pyr_redox', 'TIGR01292', 'TIGR01424', 'TIGR03169', 'TIGR03452', 'DAO', 'Pyr_redox_3', 'TIGR03143', 'TIGR01316', 'TIGR01421', 'TIGR01438', 'TIGR03140', 'TIGR04018', 'Reductase_C', 'GIDA', 'TIGR03997', 'NAD_binding_8', 'TIGR03197', 'TIGR01372', 'TIGR01317', 'PALP', 'TIGR00136', 'AlaDh_PNT_C', 'TIGR02352', 'TIGR02032', 'FAD_binding_2', 'FAD_binding_3', 'TIGR04369', 'NAD_binding_7', 'TIGR01988', 'TIGR00551', 'TIGR02734', 'Lycopene_cycl', 'NAD_binding_9', 'TIGR01423', 'TIGR03911', 'TIGR03364', 'FAD_oxidored', 'TIGR03315', 'TIGR01984', 'ThiF', 'TIGR01790', 'TIGR03467', 'TIGR01813', 'Thi4', 'TIGR00275', 'HI0933_like']"
WP_155543848.1,"['TIGR02956', 'HAMP', 'HAMP_2', 'TIGR02966', 'TIGR01386', 'Response_reg', 'HATPase_c', 'TIGR02154', 'GAF_2', 'HisKA', 'TIGR01387', 'ATG17_like', 'TIGR03785', 'GAF', 'GAF_3', 'DUF4795', 'TIGR02916', 'TIGR02875', 'DUF948', 'TIGR03787', 'PseudoU_synth_1', 'Laminin_II', 'IcmF-related_N', 'DUF1759', 'OmpH', 'TIGR02169', 'UPF0184', 'WXG100', 'DUF883', 'ATG14', 'Myb_DNA-bind_5', 'HNOBA', 'Fez1', 'RNase_Y_N', 'CENP-F_leu_zip', 'ERM_helical', 'TIGR04527', 'TIGR04211']"
WP_155543849.1,"['SpoIIE', 'ANTAR', 'PAS_4', 'PAS_3', 'TIGR02865', 'TIGR00229', 'GAF_3', 'PAS', 'PAS_9']"
WP_155543850.1,"['Peripla_BP_2', 'TIGR04281', 'TIGR03868']"
WP_155543851.1,"['TIGR00846', 'Na_Ca_ex', 'TIGR00378']"
WP_155543852.1,"['LysR_substrate', 'TIGR03339', 'TIGR02424', 'TIGR03418', 'HTH_1', 'TIGR02036', 'TIGR03298', 'HTH_20', 'HTH_5', 'MarR_2', 'MarR', 'HTH_28']"
WP_155543853.1,"['TIGR02720', 'TPP_enzyme_N', 'TPP_enzyme_C', 'TIGR01504', 'TIGR04377', 'TPP_enzyme_M', 'TIGR03394', 'TIGR03254', 'TIGR03393', 'TIGR03297', 'TIGR03846', 'TIGR00173', 'TIGR02177']"
WP_155543854.1,"['DUF262', 'DUF1524']"
WP_155543855.1,"['Mycofactocin_RRE', 'TIGR03967', 'NHLP_CD_RRE']"
WP_155543856.1,"['TIGR03989', 'TIGR00692', 'TIGR03366', 'ADH_N', 'TIGR03201', 'ADH_zinc_N', 'TIGR02822', 'TIGR02824', 'TIGR01202', 'TIGR01751', 'TIGR02819', 'ADH_zinc_N_2', 'Glu_dehyd_C', 'TIGR02817', 'PapC_C']"
WP_230862570.1,"['TIGR02915', 'HTH_8', 'TIGR01818', 'TIGR01817', 'TIGR02329', 'TIGR02974', 'HTH_30', 'Sigma54_activ_2', 'AAA', 'HTH_50', 'AAA_22', 'HTH_23', 'HTH_28', 'HTH_1', 'TIGR01241', 'TIGR02173', 'TIGR02040', 'RuvB_N', 'HTH_11', 'TIGR02788', 'HTH_22', 'TIGR01618', 'AAA_16']"
WP_155543857.1,"['DUF1989', 'TIGR03424', 'TIGR03425', 'Vezatin']"
WP_155543858.1,['DUF1524']
WP_155543859.1,"['Fructosamin_kin', 'APH', 'APH_6_hur', 'TCAD9', 'TIGR02172', 'RIO1', 'TIGR03724']"
WP_155543860.1,['YjbR']
WP_155547105.1,"['Glyco_hydro_3', 'Glyco_hydro_3_C', 'Fn3-like', 'TIGR02811', 'CARDB']"
WP_196425673.1,"['Methyltransf_25', 'Methyltransf_11', 'Methyltransf_12', 'Methyltransf_23', 'TIGR02072', 'TIGR02752', 'Methyltransf_31', 'Ubie_methyltran', 'TIGR01934', 'TIGR01983', 'TIGR04364', 'TIGR04188', 'PCMT', 'TIGR02021', 'TIGR02469', 'TIGR00080', 'TIGR04074', 'TIGR00755', 'TIGR00452', 'Methyltransf_24', 'TIGR04345', 'TIGR04290', 'DUF6459', 'TIGR00537', 'Methyltransf_4', 'RrnaAD']"
WP_155547106.1,"['TIGR01950', 'TIGR02044', 'TIGR02051', 'MerR_1', 'MerR', 'TIGR02047', 'MerR-DNA-bind', 'TIGR02043', 'HTH_17', 'AbiEi_4', '3HCDH_RFF', 'DUF2043']"
WP_155547107.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'NMO', 'TIGR03151', 'TIGR01304', 'ThiG', 'His_biosynth', 'TIGR01303', 'G3P_antiterm', 'TIGR00007', 'TIGR00419', 'TIGR01306', 'TIGR01037', 'DHO_dh', 'TIGR01305', 'PA']"
WP_155547108.1,"['TIGR03965', 'Glycos_transf_2', 'TIGR03937', 'Glyco_trans_2_3', 'Glyco_tranf_2_2', 'TIGR04283', 'Glyco_transf_21', 'TIGR04242', 'TIGR04182', 'TIGR03472', 'TIGR03030', 'TIGR04440', 'TetR_C_16']"
WP_155547109.1,"['TIGR04504', 'adh_short', 'TIGR01830', 'TIGR04316', 'TIGR01963', 'TIGR01829', 'TIGR02415', 'TIGR03206', 'TIGR02632', 'TIGR01832', 'TIGR01831', 'TIGR03325', 'TIGR02685', 'KR', 'Epimerase', 'TIGR01500', 'TIGR03466', 'TIGR02823', 'TIGR01179']"
WP_155547110.1,"['TIGR03964', 'TIGR04448']"
WP_155547111.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04054', 'TIGR04347', 'TIGR04051', 'TIGR03913', 'TIGR04546', 'TIGR02109', 'TIGR04251', 'TIGR04133', 'TIGR04250', 'TIGR04103', 'Radical_SAM', 'TIGR02668', 'TIGR04340', 'TIGR02666', 'TIGR04317', 'TIGR04082', 'TIGR04403', 'TIGR04167', 'TIGR04466', 'TIGR03974', 'TIGR03942', 'TIGR03470', 'TIGR03961', 'TIGR04311', 'TIGR04085', 'TIGR03977', 'TIGR04083', 'TIGR04064', 'TIGR04163', 'TIGR04084', 'TIGR04463', 'TIGR04321', 'TIGR03906', 'TIGR04280', 'TIGR04080', 'TIGR02495', 'TIGR04068', 'TIGR04269', 'TIGR04304', 'TIGR04115', 'TIGR03978', 'TIGR04334', 'TIGR03963', 'TIGR03972', 'SPASM', 'Fer4_12', 'TIGR04478', 'Fer4_14', 'TIGR03365', 'TIGR04349', 'TIGR04261', 'TIGR04078', 'TIGR04150', 'TIGR02493', 'TIGR01768', 'TIGR04148', 'TIGR04041', 'YflT', 'TIGR04426']"
WP_155547112.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_155547113.1,['TIGR03969']
WP_155547114.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_Tnp_1_2', 'TIGR02366', 'HTH_29', 'HTH_32', 'HTH_23', 'HTH_7', 'HTH_AraC']"
WP_155547115.1,"['AHSA1', 'Polyketide_cyc2', 'Polyketide_cyc', 'DUF2505']"
WP_155547116.1,"['TIGR03968', 'TetR_N', 'TetR_C_14', 'TIGR03384', 'TIGR02366', 'TIGR03613', 'HTH_Tnp_ISL3', 'Sigma70_r4_2', 'Csm2_III-A', 'HTH_Tnp_1_2']"
WP_155547117.1,"['DUF4190', 'Septum_form', 'DUF6773', 'Phage_holin_3_6']"
WP_155547119.1,"['TIGR01810', 'TIGR03970', 'GMC_oxred_N', 'GMC_oxred_C', 'TIGR04542', 'FAD_binding_2', 'TIGR02032', 'Pyr_redox_2', 'ApbA', 'DAO', 'TIGR01790', 'TIGR02023', 'NAD_binding_8', 'TIGR00551', 'TIGR00292', 'TIGR02734', 'TIGR01421', 'TIGR02462', 'Thi4', 'FAD_binding_3', 'TIGR00031', 'TIGR03467', 'TIGR00745', 'TIGR01813', 'HI0933_like', 'TIGR01438', 'TIGR01350', 'F420_oxidored', 'Lycopene_cycl', 'TIGR01316', 'TIGR03197', 'TIGR02730', 'Pyr_redox_3', 'TIGR00275', 'FAD_oxidored']"
WP_155547120.1,"['Aldedh', 'TIGR02518', 'DUF1487']"
WP_155937277.1,['EutB']
WP_155937279.1,"['TIGR00908', 'TIGR00906', 'TIGR01773', 'TIGR00911', 'TIGR00907', 'TIGR03813', 'TIGR04298', 'TIGR00910']"
WP_239001815.1,"['TIGR03970', 'TIGR01810', 'TIGR04542', 'GMC_oxred_N', 'GMC_oxred_C', 'TIGR02462', 'NAD_binding_8', 'Lycopene_cycl', 'TIGR01988', 'Pyr_redox_2', 'TIGR00551', 'TIGR01790', 'TIGR02032', 'TIGR01789', 'TIGR01984']"
WP_155937802.1,"['TIGR03965', 'Glycos_transf_2', 'TIGR03937', 'Glyco_tranf_2_2', 'Glyco_trans_2_3', 'Glyco_tranf_2_3', 'Glyco_transf_21', 'TIGR04283', 'TIGR01556', 'TIGR03030', 'TIGR03472', 'Glyco_transf_49']"
WP_155937803.1,"['TIGR03964', 'TIGR04448']"
WP_155937283.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'NMO', 'His_biosynth', 'TIGR01303', 'ThiG', 'TIGR03151', 'Dus', 'TIGR01306', 'TIGR01037', 'G3P_antiterm', 'TIGR00007', 'DHO_dh', 'TIGR01305']"
WP_155937804.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR02109', 'TIGR04251', 'TIGR04546', 'TIGR04250', 'TIGR03913', 'TIGR04133', 'Radical_SAM', 'TIGR02668', 'TIGR04340', 'TIGR02666', 'TIGR04103', 'TIGR04317', 'TIGR04403', 'TIGR04082', 'TIGR04167', 'TIGR03942', 'TIGR04083', 'TIGR04466', 'TIGR03974', 'TIGR03977', 'TIGR03961', 'TIGR04311', 'TIGR04163', 'TIGR03470', 'TIGR04085', 'TIGR04321', 'TIGR04084', 'TIGR04064', 'TIGR04463', 'TIGR04080', 'TIGR04280', 'TIGR04269', 'TIGR02495', 'TIGR04304', 'TIGR03906', 'TIGR04068', 'TIGR04115', 'TIGR03978', 'TIGR03963', 'TIGR04334', 'Fer4_12', 'Fer4_14', 'SPASM', 'TIGR04349', 'TIGR03365', 'TIGR03972', 'TIGR04041', 'TIGR04148', 'TIGR04136', 'TIGR04150', 'TIGR04478', 'TIGR02493', 'TIGR02494', 'NIR_SIR_ferr', 'TIGR04078']"
WP_155937285.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_155937287.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_Tnp_1_2', 'TIGR02366', 'DprA_WH', 'HTH_23', 'UBA', 'HTH_7', 'GFO_IDH_MocA_C2']"
WP_155937805.1,"['Pyr_redox_2', 'TIGR01350', 'Pyr_redox', 'TIGR03452', 'TIGR02053', 'TIGR01424', 'TIGR03169', 'Reductase_C', 'TIGR01423', 'TIGR01438', 'TIGR01421', 'TIGR01292', 'NAD_binding_9', 'TIGR03197', 'TIGR03140', 'Pyr_redox_3', 'Amino_oxidase', 'NAD_binding_8', 'TIGR03467', 'GIDA', 'TIGR04369', 'TIGR01988', 'TIGR02734', 'DAO', 'NAD_binding_7', 'TIGR02352', '2-Hacid_dh_C', 'TIGR02032', 'TIGR03364', 'TrkA_N', 'TIGR01316', '3HCDH_N', 'ThiF', 'TIGR03315', 'TIGR01984', 'TIGR04018', 'Lycopene_cycl', 'TIGR01318', 'Shikimate_DH', 'Lys_Orn_oxgnase', 'TIGR03997', 'Trp_halogenase', 'TIGR03026', 'DUF1344', 'ApbA', 'FAD_binding_3', 'HI0933_like', 'TIGR00275', 'TIGR01790']"
WP_030096676.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'HTH_24', 'MarR_2', 'MarR', 'Sigma70_r4', 'TrmB', 'HTH_11', 'HTH_Tnp_ISL3', 'HTH_23', 'TIGR02702', 'HTH_9', 'TIGR02937', 'HTH_34', 'HTH_20', 'DUF2089', 'LexA_DNA_bind', 'HTH_5']"
WP_155937288.1,"['DDAH_eukar', 'TIGR01078', 'ADI']"
WP_162526239.1,"['TIGR01885', 'TIGR00700', 'TIGR00508', 'TIGR00709', 'TIGR02407', 'TIGR03251', 'TIGR00713', 'TIGR00699', 'TIGR01265', 'TIGR02006']"
WP_155937290.1,"['TIGR00909', 'TIGR00906', 'AA_permease_2', 'TIGR00908', 'AA_permease', 'TIGR00911', 'TIGR00905', 'TIGR03428', 'TIGR01773', 'TIGR00907', 'TIGR03810', 'AA_permease_C', 'TIGR00913', 'DUF4203', 'TIGR04298', 'TIGR00912']"
WP_155937292.1,['Usp']
WP_156689812.1,"['SHOCT', 'DUF5826', 'DMAP_binding', 'Arena_RNA_pol', 'DUF4106']"
WP_156689813.1,"['TIGR03971', 'TIGR02632', 'TIGR01831', 'TIGR03206', 'TIGR03325', 'KR', 'TIGR02685', 'TIGR01500', 'TIGR02813', 'Epimerase']"
WP_156689814.1,"['Pyr_redox_2', 'TIGR03452', 'TIGR01350', 'TIGR02053', 'Pyr_redox', 'TIGR01424', 'TIGR03169', 'Reductase_C', 'TIGR01421', 'TIGR01292', 'TIGR01423', 'TIGR03197', 'DAO', 'TIGR03467', 'NAD_binding_8', 'NAD_binding_9', 'TIGR01438', 'TIGR01988', 'Lycopene_cycl', 'NAD_binding_7', 'TIGR03140', 'TIGR01316', 'TIGR04369', 'GIDA', 'TIGR03315', 'Pyr_redox_3', 'Lys_Orn_oxgnase', '2-Hacid_dh_C', 'TIGR02032', 'TrkA_N', 'TIGR01984', 'Trp_halogenase', 'ThiF', 'TIGR03997', 'Amino_oxidase', 'TIGR03026', 'TIGR04018', 'TIGR01790', '3HCDH_N', 'TIGR02352', 'TIGR02356', 'TIGR02023', 'FAD_binding_2', 'AlaDh_PNT_C', 'Shikimate_DH', 'TIGR01813', 'TIGR02734', 'TIGR00137', 'FAD_binding_3', 'TIGR03364', 'UDPG_MGDP_dh_N', 'TIGR02964', 'IlvN', 'TIGR00936', 'TIGR00136', 'XdhC_C', 'HI0933_like', 'TIGR04046', 'TIGR02733', 'ApbA', 'FAD_oxidored', 'TIGR00745', 'UPF0146', 'Sacchrp_dh_NADP', 'TIGR03143', 'TIGR00275']"
WP_156689815.1,"['2-Hacid_dh_C', 'TIGR01327', '2-Hacid_dh', 'NAD_binding_2', 'TIGR02853', 'IlvN', 'AdoHcyase_NAD']"
WP_231639777.1,"['DUF2332', 'NIPSNAP']"
WP_197283783.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_Tnp_1_2', 'TIGR02366', 'HTH_23', 'HTH_7', 'MerR', 'HTH_31', 'DUF134']"
WP_085258088.1,['TIGR03969']
WP_156689816.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_156689817.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR04251', 'TIGR02109', 'TIGR03913', 'TIGR04250', 'TIGR04546', 'TIGR04133', 'Radical_SAM', 'TIGR04340', 'TIGR04103', 'TIGR02668', 'TIGR04403', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR04167', 'TIGR04466', 'TIGR04083', 'TIGR04311', 'TIGR03470', 'TIGR03942', 'TIGR03961', 'TIGR03974', 'TIGR04163', 'TIGR04085', 'TIGR03977', 'TIGR04084', 'TIGR04463', 'TIGR04064', 'TIGR04321', 'TIGR04280', 'TIGR04080', 'TIGR03906', 'TIGR02495', 'TIGR04304', 'TIGR04068', 'TIGR03963', 'SPASM', 'TIGR04269', 'TIGR03972', 'Fer4_14', 'TIGR03978', 'TIGR03365', 'Fer4_12', 'TIGR04115', 'TIGR04349', 'TIGR04478', 'TIGR02493', 'NIR_SIR_ferr', 'TIGR04426', 'Isochorismatase', 'TIGR04150', 'TIGR04041', 'TIGR04136']"
WP_156689818.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'His_biosynth', 'TIGR01303', 'ThiG', 'TIGR03151', 'TIGR01306', 'NMO', 'TIGR01305', 'TIGR00007', 'Dus', 'G3P_antiterm', 'TIGR01037', 'DHO_dh', 'PA']"
WP_156689819.1,"['TIGR03964', 'TIGR04448']"
WP_156689820.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'Glyco_transf_21', 'TIGR03937', 'TIGR04283', 'TIGR01556', 'TIGR03472', 'TIGR03030', 'Pribosyltran', 'Glyco_transf_49']"
WP_156689821.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'GMC_oxred_C', 'DAO', 'TIGR02462', 'NAD_binding_8', 'TIGR02032', 'Lycopene_cycl', 'Pyr_redox_2', 'TIGR01372', 'FAD_binding_2', 'HI0933_like', 'TIGR01988', 'NAD_binding_9', 'TIGR03197', 'Thi4', 'TIGR01790', 'ApbA', 'TIGR03467', 'TrkA_N', 'TIGR00275', 'Pyr_redox', 'TIGR01984', 'FAD_binding_3', 'Shikimate_DH', 'Sacchrp_dh_NADP', 'TIGR00031', 'TIGR00551', 'TIGR00292', 'TIGR00745', 'TIGR01424', 'TIGR02356']"
WP_235948017.1,"['MMPL', 'TIGR00833', 'TIGR00921', 'TIGR03480', 'Sterol-sensing', 'RES']"
WP_157390315.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03384', 'TIGR03613', 'TetR_C_31', 'DUF2336', 'LacI', 'HTH_11', 'GerE']"
WP_157390316.1,"['FMO-like', 'NAD_binding_8', 'Pyr_redox_2', 'Pyr_redox_3', 'Thi4', 'DAO', 'FAD_binding_3', 'TIGR00292', 'Pyr_redox', 'FAD_binding_2', 'FAD_oxidored', 'TIGR02053', 'TIGR01292', 'TIGR03467', 'TIGR01813', 'TIGR04018', 'Lycopene_cycl', 'TIGR01350', 'TIGR01789', 'Lys_Orn_oxgnase', 'TIGR00562', 'TIGR00031', 'TIGR01320', 'TIGR03385', 'TIGR01316', 'TIGR02734', 'Mqo', 'TIGR02032', 'TIGR03452', 'TIGR01372', 'TIGR01318', 'Trp_halogenase', 'TIGR01988', 'TIGR01790', 'GIDA', 'HI0933_like', 'Shikimate_DH', 'TIGR03329', 'Amino_oxidase', 'TIGR02023', 'NAD_binding_9', 'TIGR00275', 'TIGR00551', 'NAD_binding_7', 'AdoHcyase_NAD', 'TIGR03143', 'TIGR01424', 'TIGR02733']"
WP_235948019.1,['DUF4254']
WP_157390317.1,"['TetR_N', 'TIGR03613', 'TIGR03384', 'TIGR03968', 'TetR_C_32', 'TetR_C_33', 'TetR_C_14', 'HTH_Tnp_1_2', 'LacI']"
WP_198347629.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_23', 'TIGR02366', 'HTH_7', 'HTH_29', 'HTH_Tnp_1_2', 'Sigma70_r4', 'HTH_AraC', 'HTH_28']"
WP_157390318.1,['TIGR03969']
WP_157390319.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_157390320.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04051', 'TIGR04054', 'TIGR04347', 'TIGR02109', 'TIGR03913', 'TIGR04546', 'TIGR04133', 'TIGR04251', 'TIGR04103', 'TIGR04250', 'Radical_SAM', 'TIGR04340', 'TIGR02668', 'TIGR02666', 'TIGR04403', 'TIGR04082', 'TIGR04317', 'TIGR04167', 'TIGR03942', 'TIGR04466', 'TIGR03974', 'TIGR03961', 'TIGR04083', 'TIGR03470', 'TIGR04084', 'TIGR04085', 'TIGR04311', 'TIGR04163', 'TIGR03977', 'TIGR04321', 'TIGR04064', 'TIGR04080', 'TIGR04280', 'TIGR02495', 'TIGR04463', 'TIGR03906', 'TIGR03978', 'TIGR04304', 'TIGR04269', 'TIGR04068', 'TIGR04334', 'TIGR03963', 'SPASM', 'TIGR04261', 'TIGR03365', 'Fer4_12', 'TIGR03972', 'Fer4_14', 'TIGR04349', 'TIGR04148', 'TIGR02493', 'TIGR04478', 'TIGR04150', 'TIGR04041', 'TIGR04078', 'NIR_SIR_ferr', 'YflT', 'TIGR04136']"
WP_235948023.1,"['TIGR03964', 'TIGR04448']"
WP_157390322.1,"['TIGR04504', 'TIGR01832', 'TIGR02632', 'TIGR03206', 'TIGR01831', 'TIGR03325', 'TIGR02685', 'KR', 'TIGR01500', 'Epimerase', 'TIGR01289', 'DUF6099']"
WP_235948215.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_trans_2_3', 'TIGR04283', 'Glyco_transf_21', 'TIGR04242', 'Glyco_tranf_2_2', 'TIGR03472', 'TIGR03469', 'TIGR04440', 'TIGR03111', 'TIGR01556']"
WP_157390323.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'ThiG', 'His_biosynth', 'TIGR03151', 'NMO', 'DHO_dh', 'G3P_antiterm', 'TIGR01305', 'TIGR01306', 'TIGR01037', 'PA']"
WP_235948217.1,"['TIGR02946', 'WES_acyltransf', 'WS_DGAT_C']"
WP_157390325.1,"['FdhD-NarQ', 'DUF3131']"
WP_157390326.1,"['TIGR01701', 'TIGR01553', 'Molybdopterin', 'TIGR01706', 'TIGR02693', 'TIGR02166', 'TIGR03129', 'TIGR01973', 'TIGR00509', 'Molydop_binding', 'TIGR03479', 'TIGR02164']"
WP_158015504.1,"['SHOCT', 'DUF5826', 'PT-TG', 'TIGR02702', 'Phage_holin_3_6']"
WP_158015505.1,"['TIGR03971', 'KR', 'TIGR02685', 'TIGR01500', 'TIGR02813']"
WP_174236976.1,"['Pyr_redox_2', 'TIGR01350', 'TIGR03452', 'TIGR02053', 'TIGR01424', 'Pyr_redox', 'TIGR03169', 'TIGR01421', 'Reductase_C', 'TIGR01292', 'TIGR03140', 'TIGR01423', 'TIGR04369', 'TIGR01438', 'DAO', 'TIGR03197', 'Lys_Orn_oxgnase', 'NAD_binding_7', 'Pyr_redox_3', 'TIGR01316', 'TIGR01318', 'TIGR03467', 'Lycopene_cycl', '2-Hacid_dh_C', 'NAD_binding_8', 'TIGR01988', 'TIGR00936', 'TrkA_N', 'TIGR03315', 'Amino_oxidase', 'NAD_binding_9', 'ThiF', 'TIGR02964', 'TIGR02734', 'TIGR01984', 'GIDA', 'TIGR04018', 'AdoHcyase_NAD', 'XdhC_C', 'TIGR03026', 'TIGR03364', 'TIGR01790', '3HCDH_N', 'Shikimate_DH', 'TIGR02356', 'Trp_halogenase', 'TIGR00137', 'TIGR02032', 'HI0933_like', 'TIGR04542', 'TIGR02352']"
WP_158015507.1,"['Glyoxalase_6', 'Glyoxalase', 'Glyoxalase_4', 'TIGR00068', 'TIGR03213', 'TIGR03081', 'TIGR03645', 'Inositol_P', 'TruB_C']"
WP_232021982.1,"['TIGR02952', 'TIGR02937', 'TIGR02983', 'TIGR02989', 'TIGR02950', 'Sigma70_r4_2', 'TIGR02984', 'TIGR02959', 'Sigma70_r2', 'TIGR02985', 'TIGR02948', 'TIGR02957', 'TIGR02954', 'TIGR02960', 'Sigma70_r4', 'TIGR02980', 'TIGR02943', 'TIGR02885', 'TIGR02999', 'TIGR02939', 'DUF5463']"
WP_232021983.1,['DUF2332']
WP_158015509.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'HTH_Tnp_1_2', 'TIGR02366', 'TIGR03384', 'HTH_23', 'HTH_7']"
